playerID,yearID,stint,teamID,lgID,babip_ab_against,h_hr_actual,MLB pBABIP,career_babip_actual_500_ab_minimum,1yr_babip_actual_100_ab_minimum,3yr_babip_actual_300_ab_minimum,5yr_babip_actual_500_ab_minimum,career_babip_aactual_500_ab_minimum_Relative,1yr_babip_aactual_100_ab_minimum_Relative,3yr_babip_actual_300_ab_minimum_Relative,5yr_babip_actual_500_ab_minimum_Relative,career_babip_actual_1000_ab_minimum,1yr_babip_actual_200_ab_minimum,3yr_babip_actual_600_ab_minimum,5yr_babip_actual_1000_ab_minimum,career_babip_actual_1000_ab_minimum_Relative,1yr_babip_actual_200_ab_minimum_Relative,3yr_babip_actual_600_ab_minimum_Relative,5yr_babip_actual_1000_ab_minimum_Relative,ros_team_id,hist_id,hist_team_id,ros_player_id
takahak01,2010,1,CHD,AL,202,41,0.295,0.252,0.299,0.271,0.232,0.855,1.014,0.919,0.788,0.252,0.299,0.271,0.232,0.855,1.014,0.919,0.788,,,,
takahak01,2011,1,CHD,AL,6,0,0.295,0.252,0.15,0.217,0.22,0.855,0.508,0.734,0.747,0.252,0.15,0.217,0.22,0.855,0.508,0.734,0.747,,,,
takahak01,2012,1,CHD,AL,36,9,0.295,0.252,0.333,0.313,0.214,0.855,1.13,1.061,0.724,0.252,0.333,0.313,0.214,0.855,1.13,1.061,0.724,,,,
takahak01,2013,1,CHD,AL,84,22,0.295,0.252,0.415,0.395,0.295,0.855,1.407,1.338,1.0,0.252,0.415,0.395,0.295,0.855,1.407,1.338,1.0,,,,
takahak01,2014,1,CHD,AL,62,17,0.295,0.252,0.395,0.41,0.295,0.855,1.34,1.391,1.0,0.252,0.395,0.41,0.295,0.855,1.34,1.391,1.0,,,,
takahak01,2015,1,CHD,AL,84,26,0.295,0.252,0.45,0.43,0.295,0.855,1.525,1.458,1.0,0.252,0.45,0.43,0.295,0.855,1.525,1.458,1.0,,,,
takahak01,2016,1,HNT,AL,126,34,0.295,0.252,0.405,0.386,0.295,0.855,1.372,1.309,1.0,0.252,0.405,0.386,0.295,0.855,1.372,1.309,1.0,,,,
takahak01,2017,1,HNT,AL,157,28,0.295,0.252,0.267,0.331,0.248,0.855,0.904,1.122,0.839,0.252,0.267,0.331,0.248,0.855,0.904,1.122,0.839,,,,
takahak01,2018,1,HNT,AL,45,18,0.295,0.252,0.45,0.353,0.295,0.855,1.525,1.198,1.0,0.252,0.45,0.353,0.295,0.855,1.525,1.198,1.0,,,,
takahak01,2019,1,HNT,AL,1,0,0.295,0.252,0.15,0.239,0.295,0.855,0.508,0.81,1.0,0.252,0.15,0.239,0.295,0.855,0.508,0.81,1.0,,,,
takahsh04,1962,1,TYW,AL,0,0,0.295,0.25,0.295,0.295,0.295,0.848,1.0,1.0,1.0,0.25,0.295,0.295,0.295,0.848,1.0,1.0,1.0,,,,
takahsh04,1963,1,TYW,AL,0,0,0.295,0.25,0.295,0.297,0.295,0.848,1.0,1.008,1.0,0.25,0.295,0.297,0.295,0.848,1.0,1.008,1.0,,,,
takahsh04,1964,1,TYW,AL,708,166,0.295,0.25,0.307,0.299,0.234,0.848,1.04,1.015,0.795,0.25,0.307,0.299,0.234,0.848,1.04,1.015,0.795,,,,
takahsh04,1965,1,TYW,AL,915,205,0.295,0.25,0.282,0.292,0.229,0.848,0.955,0.99,0.775,0.25,0.282,0.292,0.229,0.848,0.955,0.99,0.775,,,,
takahsh04,1966,1,TYW,AL,412,105,0.295,0.25,0.308,0.298,0.234,0.848,1.044,1.01,0.793,0.25,0.308,0.298,0.234,0.848,1.044,1.01,0.793,,,,
takahsh04,1967,1,TYW,AL,683,157,0.295,0.25,0.285,0.296,0.233,0.848,0.966,1.002,0.789,0.25,0.285,0.296,0.233,0.848,0.966,1.002,0.789,,,,
takahsh04,1968,1,TYW,AL,746,182,0.295,0.25,0.315,0.308,0.235,0.848,1.067,1.043,0.798,0.25,0.315,0.308,0.235,0.848,1.067,1.043,0.798,,,,
takahsh04,1969,1,TYW,AL,411,93,0.295,0.25,0.309,0.298,0.234,0.848,1.047,1.011,0.794,0.25,0.309,0.298,0.234,0.848,1.047,1.011,0.794,,,,
takahsh04,1970,1,TYW,AL,157,29,0.295,0.25,0.25,0.264,0.235,0.848,0.847,0.896,0.796,0.25,0.25,0.264,0.235,0.848,0.847,0.896,0.796,,,,
takahsh04,1971,1,TYW,AL,76,16,0.295,0.25,0.262,0.266,0.23,0.848,0.889,0.903,0.78,0.25,0.262,0.266,0.23,0.848,0.889,0.903,0.78,,,,
takahsh04,1972,1,TYW,AL,0,0,0.295,0.25,0.295,0.288,0.23,0.848,1.0,0.975,0.78,0.25,0.295,0.288,0.23,0.848,1.0,0.975,0.78,,,,
takahsh04,1973,1,TYW,AL,680,155,0.295,0.25,0.291,0.311,0.221,0.848,0.986,1.055,0.75,0.25,0.291,0.311,0.221,0.848,0.986,1.055,0.75,,,,
takahsh04,1974,1,TYW,AL,412,127,0.295,0.25,0.388,0.356,0.247,0.848,1.317,1.205,0.837,0.25,0.388,0.356,0.247,0.848,1.317,1.205,0.837,,,,
takahsh04,1975,1,TYW,AL,446,122,0.295,0.25,0.322,0.34,0.26,0.848,1.091,1.153,0.882,0.25,0.322,0.34,0.26,0.848,1.091,1.153,0.882,,,,
takahsh04,1976,1,TYW,AL,506,136,0.295,0.25,0.347,0.342,0.264,0.848,1.176,1.16,0.896,0.25,0.347,0.342,0.264,0.848,1.176,1.16,0.896,,,,
takahsh04,1977,1,TYW,AL,502,136,0.295,0.25,0.349,0.345,0.266,0.848,1.182,1.169,0.9,0.25,0.349,0.345,0.266,0.848,1.182,1.169,0.9,,,,
takahsh04,1978,1,TYW,AL,429,120,0.295,0.25,0.331,0.343,0.279,0.848,1.121,1.162,0.947,0.25,0.331,0.343,0.279,0.848,1.121,1.162,0.947,,,,
takahsh04,1979,1,TYW,AL,304,91,0.295,0.25,0.373,0.367,0.277,0.848,1.264,1.244,0.938,0.25,0.373,0.367,0.277,0.848,1.264,1.244,0.938,,,,
takahsh04,1980,1,TYW,AL,179,52,0.295,0.25,0.385,0.365,0.279,0.848,1.306,1.236,0.945,0.25,0.385,0.365,0.279,0.848,1.306,1.236,0.945,,,,
takahta02,1960,1,OST,AL,5,1,0.295,0.295,0.25,0.253,0.295,1.0,0.847,0.857,1.0,0.295,0.25,0.253,0.295,1.0,0.847,0.857,1.0,,,,
takahta02,1961,1,HNT,AL,36,7,0.295,0.295,0.219,0.24,0.295,1.0,0.742,0.814,1.0,0.295,0.219,0.24,0.295,1.0,0.742,0.814,1.0,,,,
takahta02,1962,1,HNT,AL,0,0,0.295,0.295,0.295,0.28,0.295,1.0,1.0,0.948,1.0,0.295,0.295,0.28,0.295,1.0,1.0,0.948,1.0,,,,
takahto02,2005,1,SBH,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
takahto02,2006,1,SBH,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
takahto02,2007,1,SBH,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
takahto02,2008,1,SBH,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
takahto02,2009,1,SBH,NL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
takahto02,2010,1,SBH,NL,7,3,0.295,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,,,,
takahto02,2011,1,SBH,NL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
takahto03,1982,1,HRC,AL,106,17,0.295,0.295,0.224,0.252,0.295,1.0,0.758,0.855,1.0,0.295,0.224,0.252,0.295,1.0,0.758,0.855,1.0,,,,
takahto03,1983,1,HRC,AL,0,0,0.295,0.295,0.295,0.312,0.295,1.0,1.0,1.057,1.0,0.295,0.295,0.312,0.295,1.0,1.0,1.057,1.0,,,,
takahto03,1984,1,SBL,NL,6,5,0.295,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,,,,
takahto04,2013,1,SBL,NL,61,9,0.295,0.295,0.281,0.3,0.295,1.0,0.953,1.018,1.0,0.295,0.281,0.3,0.295,1.0,0.953,1.018,1.0,,,,
takahto04,2014,1,SBL,NL,206,45,0.295,0.295,0.363,0.337,0.295,1.0,1.23,1.144,1.0,0.295,0.363,0.337,0.295,1.0,1.23,1.144,1.0,,,,
takahto04,2015,1,SBL,NL,203,46,0.295,0.295,0.317,0.33,0.295,1.0,1.075,1.117,1.0,0.295,0.317,0.33,0.295,1.0,1.075,1.117,1.0,,,,
takahto04,2016,1,SBL,NL,17,5,0.295,0.295,0.333,0.343,0.295,1.0,1.13,1.164,1.0,0.295,0.333,0.343,0.295,1.0,1.13,1.164,1.0,,,,
takahto04,2017,1,SBL,NL,8,2,0.295,0.295,0.4,0.366,0.295,1.0,1.356,1.24,1.0,0.295,0.4,0.366,0.295,1.0,1.356,1.24,1.0,,,,
takahto04,2018,1,SBL,NL,0,1,0.295,0.295,0.295,0.316,0.295,1.0,1.0,1.071,1.0,0.295,0.295,0.316,0.295,1.0,1.0,1.071,1.0,,,,
takahto04,2019,1,SBL,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
takahto04,2020,1,SBL,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
takahyo05,1967,1,TOF,NL,747,191,0.295,0.261,0.306,0.31,0.256,0.885,1.036,1.049,0.867,0.261,0.306,0.31,0.256,0.885,1.036,1.049,0.867,,,,
takahyo05,1968,1,TOF,NL,654,188,0.295,0.261,0.336,0.335,0.271,0.885,1.138,1.135,0.917,0.261,0.336,0.335,0.271,0.885,1.138,1.135,0.917,,,,
takahyo05,1969,1,TOF,NL,348,105,0.295,0.261,0.362,0.347,0.277,0.885,1.227,1.177,0.938,0.261,0.362,0.347,0.277,0.885,1.227,1.177,0.938,,,,
takahyo05,1970,1,TOF,NL,277,69,0.295,0.261,0.314,0.327,0.273,0.885,1.063,1.109,0.925,0.261,0.314,0.327,0.273,0.885,1.063,1.109,0.925,,,,
takahyo05,1971,1,TOF,NL,599,165,0.295,0.261,0.333,0.323,0.274,0.885,1.128,1.094,0.927,0.261,0.333,0.323,0.274,0.885,1.128,1.094,0.927,,,,
takahyo05,1972,1,TOF,NL,610,151,0.295,0.261,0.301,0.319,0.273,0.885,1.022,1.081,0.924,0.261,0.301,0.319,0.273,0.885,1.022,1.081,0.924,,,,
takahyo05,1973,1,YMG,AL,232,60,0.295,0.261,0.357,0.334,0.266,0.885,1.211,1.132,0.902,0.261,0.357,0.334,0.266,0.885,1.211,1.132,0.902,,,,
takahyo05,1974,1,YMG,AL,194,48,0.295,0.261,0.296,0.297,0.258,0.885,1.004,1.005,0.874,0.261,0.296,0.297,0.258,0.885,1.004,1.005,0.874,,,,
takahyo05,1975,1,YMG,AL,315,63,0.295,0.261,0.237,0.266,0.25,0.885,0.803,0.901,0.847,0.261,0.237,0.266,0.25,0.885,0.803,0.901,0.847,,,,
takahyo05,1976,1,YMG,AL,206,50,0.295,0.261,0.323,0.309,0.239,0.885,1.093,1.047,0.81,0.261,0.323,0.309,0.239,0.885,1.093,1.047,0.81,,,,
takahyo05,1977,1,YMG,AL,183,49,0.295,0.261,0.34,0.328,0.239,0.885,1.153,1.111,0.81,0.261,0.34,0.328,0.239,0.885,1.153,1.111,0.81,,,,
takahyu01,2019,1,YMG,AL,306,56,0.295,0.237,0.276,0.305,0.295,0.803,0.935,1.032,1.0,0.237,0.276,0.305,0.295,0.803,0.935,1.032,1.0,,,,
takahyu01,2020,1,YMG,AL,75,20,0.295,0.237,0.4,0.353,0.295,0.803,1.356,1.197,1.0,0.237,0.4,0.353,0.295,0.803,1.356,1.197,1.0,,,,
takahyu01,2021,1,YMG,AL,464,107,0.295,0.237,0.289,0.344,0.217,0.803,0.98,1.164,0.734,0.237,0.289,0.344,0.217,0.803,0.98,1.164,0.734,,,,
takahyu01,2022,1,YMG,AL,88,33,0.295,0.237,0.45,0.418,0.232,0.803,1.525,1.416,0.785,0.237,0.45,0.418,0.232,0.803,1.525,1.416,0.785,,,,
takahyu01,2023,1,YMG,AL,46,16,0.295,0.237,0.45,0.419,0.237,0.803,1.525,1.42,0.803,0.237,0.45,0.419,0.237,0.803,1.525,1.42,0.803,,,,
takahyu01,2024,1,YMG,AL,0,0,0.295,0.237,0.295,0.326,0.262,0.803,1.0,1.105,0.886,0.237,0.295,0.326,0.262,0.803,1.0,1.105,0.886,,,,
takaisa01,1968,1,SKA,AL,1,3,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
takaisa01,1969,1,ATM,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
takaisa01,1970,1,YKA,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
takaisa01,1971,1,YKA,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
takaish01,2007,1,YKS,AL,13,4,0.295,0.295,0.45,0.359,0.295,1.0,1.525,1.217,1.0,0.295,0.45,0.359,0.295,1.0,1.525,1.217,1.0,,,,
takaish01,2008,1,YKS,AL,16,1,0.295,0.295,0.15,0.27,0.295,1.0,0.508,0.915,1.0,0.295,0.15,0.27,0.295,1.0,0.508,0.915,1.0,,,,
takaish01,2009,1,YKS,AL,30,12,0.295,0.295,0.45,0.365,0.295,1.0,1.525,1.236,1.0,0.295,0.45,0.365,0.295,1.0,1.525,1.236,1.0,,,,
takaish01,2010,1,YKS,AL,38,10,0.295,0.295,0.323,0.374,0.295,1.0,1.093,1.266,1.0,0.295,0.323,0.374,0.295,1.0,1.093,1.266,1.0,,,,
takaish01,2011,1,YKS,AL,7,7,0.295,0.295,0.45,0.394,0.295,1.0,1.525,1.334,1.0,0.295,0.45,0.394,0.295,1.0,1.525,1.334,1.0,,,,
takaiyu01,2003,1,YKS,AL,336,85,0.295,0.257,0.351,0.352,0.295,0.873,1.191,1.192,1.0,0.257,0.351,0.352,0.295,0.873,1.191,1.192,1.0,,,,
takaiyu01,2004,1,YKS,AL,161,41,0.295,0.257,0.41,0.394,0.295,0.873,1.39,1.336,1.0,0.257,0.41,0.394,0.295,0.873,1.39,1.336,1.0,,,,
takaiyu01,2005,1,YKS,AL,243,63,0.295,0.257,0.389,0.401,0.255,0.873,1.318,1.358,0.866,0.257,0.389,0.401,0.255,0.873,1.318,1.358,0.866,,,,
takaiyu01,2006,1,YKS,AL,91,26,0.295,0.257,0.426,0.399,0.259,0.873,1.445,1.352,0.877,0.257,0.426,0.399,0.259,0.873,1.445,1.352,0.877,,,,
takaiyu01,2007,1,YKS,AL,143,36,0.295,0.257,0.327,0.312,0.258,0.873,1.109,1.056,0.874,0.257,0.327,0.312,0.258,0.873,1.109,1.056,0.874,,,,
takaiyu01,2008,1,YKS,AL,2,0,0.295,0.257,0.15,0.222,0.259,0.873,0.508,0.753,0.879,0.257,0.15,0.222,0.259,0.873,0.508,0.753,0.879,,,,
takaiyu01,2009,1,YKS,AL,3,1,0.295,0.257,0.333,0.289,0.295,0.873,1.13,0.98,1.0,0.257,0.333,0.289,0.295,0.873,1.13,0.98,1.0,,,,
takaiyu01,2010,1,YKS,AL,0,0,0.295,0.257,0.295,0.303,0.295,0.873,1.0,1.026,1.0,0.257,0.295,0.303,0.295,0.873,1.0,1.026,1.0,,,,
takaiyu01,2011,1,YKS,AL,0,0,0.295,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,,,,
takaiyu01,2012,1,YKS,AL,0,0,0.295,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,,,,
takaiyu01,2013,1,YKS,AL,0,0,0.295,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,,,,
takaiyu01,2014,1,YKS,AL,0,0,0.295,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,,,,
takaiyu01,2015,1,YKS,AL,0,0,0.295,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,,,,
takaiyu01,2016,1,YKS,AL,0,0,0.295,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,,,,
takaiyu01,2017,1,YKS,AL,0,0,0.295,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,,,,
takaiyu01,2018,1,YKS,AL,0,0,0.295,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,,,,
takaiyu01,2019,1,YKS,AL,0,0,0.295,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,,,,
takaiyu01,2020,1,YKS,AL,0,0,0.295,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,,,,
takaiyu01,2021,1,YKS,AL,0,0,0.295,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,0.257,0.295,0.295,0.295,0.873,1.0,1.0,1.0,,,,
takamka01,2006,1,YBS,AL,182,66,0.295,0.342,0.45,0.419,0.295,1.159,1.525,1.42,1.0,0.342,0.45,0.419,0.295,1.159,1.525,1.42,1.0,,,,
takamka01,2007,1,YBS,AL,61,23,0.295,0.342,0.45,0.45,0.295,1.159,1.525,1.525,1.0,0.342,0.45,0.45,0.295,1.159,1.525,1.525,1.0,,,,
takamka01,2008,1,YBS,AL,18,9,0.295,0.342,0.45,0.431,0.295,1.159,1.525,1.46,1.0,0.342,0.45,0.431,0.295,1.159,1.525,1.46,1.0,,,,
takamka01,2009,1,YBS,AL,26,6,0.295,0.342,0.353,0.392,0.295,1.159,1.196,1.328,1.0,0.342,0.353,0.392,0.295,1.159,1.196,1.328,1.0,,,,
takamka01,2010,1,YBS,AL,34,18,0.295,0.342,0.45,0.424,0.295,1.159,1.525,1.436,1.0,0.342,0.45,0.424,0.295,1.159,1.525,1.436,1.0,,,,
takamka01,2011,1,OBF,NL,74,22,0.295,0.342,0.415,0.429,0.295,1.159,1.407,1.454,1.0,0.342,0.415,0.429,0.295,1.159,1.407,1.454,1.0,,,,
takamka01,2012,1,OBF,NL,3,1,0.295,0.342,0.45,0.412,0.295,1.159,1.525,1.397,1.0,0.342,0.45,0.412,0.295,1.159,1.525,1.397,1.0,,,,
takamka01,2013,1,HNT,AL,3,1,0.295,0.342,0.295,0.335,0.295,1.159,1.0,1.136,1.0,0.342,0.295,0.335,0.295,1.159,1.0,1.136,1.0,,,,
takamka01,2014,1,HNT,AL,61,15,0.295,0.342,0.341,0.339,0.295,1.159,1.156,1.148,1.0,0.342,0.341,0.339,0.295,1.159,1.156,1.148,1.0,,,,
takamka01,2015,1,HNT,AL,117,33,0.295,0.342,0.375,0.383,0.295,1.159,1.271,1.299,1.0,0.342,0.375,0.383,0.295,1.159,1.271,1.299,1.0,,,,
takamka01,2016,1,HNT,AL,41,18,0.295,0.342,0.45,0.404,0.295,1.159,1.525,1.369,1.0,0.342,0.45,0.404,0.295,1.159,1.525,1.369,1.0,,,,
takamka01,2017,1,HNT,AL,0,0,0.295,0.342,0.295,0.326,0.295,1.159,1.0,1.105,1.0,0.342,0.295,0.326,0.295,1.159,1.0,1.105,1.0,,,,
takamka02,1977,1,CHD,AL,6,0,0.295,0.295,0.15,0.208,0.295,1.0,0.508,0.705,1.0,0.295,0.15,0.208,0.295,1.0,0.508,0.705,1.0,,,,
takamka02,1978,1,CHD,AL,0,0,0.295,0.295,0.295,0.266,0.295,1.0,1.0,0.902,1.0,0.295,0.295,0.266,0.295,1.0,1.0,0.902,1.0,,,,
takamka02,1979,1,CHD,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
takamka02,1980,1,CHD,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
takamhi01,1992,1,KNB,NL,594,130,0.295,0.276,0.313,0.329,0.219,0.936,1.062,1.115,0.742,0.276,0.313,0.329,0.219,0.936,1.062,1.115,0.742,,,,
takamhi01,1993,1,KNB,NL,436,119,0.295,0.276,0.41,0.399,0.242,0.936,1.391,1.352,0.819,0.276,0.41,0.399,0.242,0.936,1.391,1.352,0.819,,,,
takamhi01,1994,1,KNB,NL,414,133,0.295,0.276,0.45,0.421,0.265,0.936,1.525,1.426,0.897,0.276,0.45,0.421,0.265,0.936,1.525,1.426,0.897,,,,
takamhi01,1995,1,KNB,NL,248,60,0.295,0.276,0.343,0.359,0.261,0.936,1.162,1.217,0.886,0.276,0.343,0.359,0.261,0.936,1.162,1.217,0.886,,,,
takamhi01,1996,1,KNB,NL,414,102,0.295,0.276,0.317,0.345,0.258,0.936,1.074,1.169,0.876,0.276,0.317,0.345,0.258,0.936,1.074,1.169,0.876,,,,
takamhi01,1997,1,KNB,NL,480,162,0.295,0.276,0.431,0.389,0.289,0.936,1.461,1.318,0.98,0.276,0.431,0.389,0.289,0.936,1.461,1.318,0.98,,,,
takamhi01,1998,1,KNB,NL,524,141,0.295,0.276,0.335,0.356,0.287,0.936,1.135,1.206,0.975,0.276,0.335,0.356,0.287,0.936,1.135,1.206,0.975,,,,
takamhi01,1999,1,KNB,NL,301,83,0.295,0.276,0.343,0.339,0.279,0.936,1.163,1.149,0.944,0.276,0.343,0.339,0.279,0.936,1.163,1.149,0.944,,,,
takamhi01,2000,1,KNB,NL,225,59,0.295,0.276,0.331,0.348,0.281,0.936,1.124,1.18,0.954,0.276,0.331,0.348,0.281,0.936,1.124,1.18,0.954,,,,
takamhi01,2001,1,KNB,NL,307,89,0.295,0.276,0.403,0.382,0.291,0.936,1.365,1.296,0.985,0.276,0.403,0.382,0.291,0.936,1.365,1.296,0.985,,,,
takamhi01,2002,1,KNB,NL,452,124,0.295,0.276,0.372,0.385,0.274,0.936,1.262,1.305,0.929,0.276,0.372,0.385,0.274,0.936,1.262,1.305,0.929,,,,
takamhi01,2003,1,KNB,NL,265,77,0.295,0.276,0.405,0.393,0.279,0.936,1.374,1.332,0.945,0.276,0.405,0.393,0.279,0.936,1.374,1.332,0.945,,,,
takamhi01,2004,1,KNB,NL,200,58,0.295,0.276,0.377,0.397,0.281,0.936,1.277,1.346,0.952,0.276,0.377,0.397,0.281,0.936,1.277,1.346,0.952,,,,
takamhi01,2005,1,RKE,NL,6,7,0.295,0.276,0.45,0.404,0.289,0.936,1.525,1.371,0.978,0.276,0.45,0.404,0.289,0.936,1.525,1.371,0.978,,,,
takamto01,1950,1,DES,NL,170,56,0.295,0.284,0.409,0.366,0.295,0.961,1.386,1.242,1.0,0.284,0.409,0.366,0.295,0.961,1.386,1.242,1.0,,,,
takamto01,1951,1,DES,NL,513,136,0.295,0.284,0.311,0.336,0.281,0.961,1.055,1.137,0.953,0.284,0.311,0.336,0.281,0.961,1.055,1.137,0.953,,,,
takamto01,1952,1,DES,NL,424,118,0.295,0.284,0.335,0.323,0.28,0.961,1.136,1.097,0.949,0.284,0.335,0.323,0.28,0.961,1.136,1.097,0.949,,,,
takamto01,1953,1,DES,NL,504,134,0.295,0.284,0.3,0.323,0.276,0.961,1.018,1.095,0.934,0.284,0.3,0.323,0.276,0.961,1.018,1.095,0.934,,,,
takamto01,1954,1,DES,NL,581,189,0.295,0.284,0.379,0.347,0.289,0.961,1.284,1.175,0.979,0.284,0.379,0.347,0.289,0.961,1.284,1.175,0.979,,,,
takamto01,1955,1,DES,NL,488,127,0.295,0.284,0.296,0.312,0.28,0.961,1.004,1.059,0.951,0.284,0.296,0.312,0.28,0.961,1.004,1.059,0.951,,,,
takamyo01,1989,1,HNT,AL,23,6,0.295,0.295,0.3,0.329,0.295,1.0,1.017,1.115,1.0,0.295,0.3,0.329,0.295,1.0,1.017,1.115,1.0,,,,
takamyo01,1990,1,HNT,AL,24,10,0.295,0.295,0.45,0.419,0.295,1.0,1.525,1.42,1.0,0.295,0.45,0.419,0.295,1.0,1.525,1.42,1.0,,,,
takamyo01,1991,1,HNT,AL,22,8,0.295,0.295,0.444,0.416,0.295,1.0,1.507,1.409,1.0,0.295,0.444,0.416,0.295,1.0,1.507,1.409,1.0,,,,
takamyo01,1992,1,HNT,AL,0,0,0.295,0.295,0.295,0.325,0.295,1.0,1.0,1.101,1.0,0.295,0.295,0.325,0.295,1.0,1.0,1.101,1.0,,,,
takamyo01,1993,1,HNT,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
takamyo01,1994,1,HNT,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
takanhi01,2014,1,NPH,NL,0,0,0.295,0.261,0.295,0.286,0.295,0.884,1.0,0.969,1.0,0.261,0.295,0.286,0.295,0.884,1.0,0.969,1.0,,,,
takanhi01,2015,1,NPH,NL,24,4,0.295,0.261,0.25,0.263,0.295,0.884,0.847,0.892,1.0,0.261,0.25,0.263,0.295,0.884,0.847,0.892,1.0,,,,
takanhi01,2016,1,NPH,NL,361,73,0.295,0.261,0.271,0.284,0.295,0.884,0.92,0.961,1.0,0.261,0.271,0.284,0.295,0.884,0.92,0.961,1.0,,,,
takanhi01,2017,1,NPH,NL,387,97,0.295,0.261,0.354,0.334,0.225,0.884,1.2,1.133,0.764,0.261,0.354,0.334,0.225,0.884,1.2,1.133,0.764,,,,
takanhi01,2018,1,NPH,NL,363,89,0.295,0.261,0.337,0.363,0.232,0.884,1.143,1.231,0.785,0.261,0.337,0.363,0.232,0.884,1.143,1.231,0.785,,,,
takanhi01,2019,1,YKS,AL,257,77,0.295,0.261,0.45,0.421,0.244,0.884,1.525,1.428,0.828,0.261,0.45,0.421,0.244,0.884,1.525,1.428,0.828,,,,
takanhi01,2020,1,YKS,AL,310,90,0.295,0.261,0.419,0.416,0.254,0.884,1.419,1.409,0.861,0.261,0.419,0.416,0.254,0.884,1.419,1.409,0.861,,,,
takanhi01,2021,1,YKS,AL,204,51,0.295,0.261,0.372,0.383,0.266,0.884,1.262,1.298,0.9,0.261,0.372,0.383,0.266,0.884,1.262,1.298,0.9,,,,
