playerID,awardID,yearID,lgID,tie,notes,
tanakke02,Silver Slugger,2006,NL,,2B,
wadaka01,Silver Slugger,2006,NL,,OF,
woodsty01,Silver Slugger,2006,AL,,1B,
yanoak01,Silver Slugger,2006,AL,,C,
darviyu01,Cy Young Award,2007,NL,,,
aokino01,Gold Glove,2007,AL,,OF,
arakima01,Gold Glove,2007,AL,,2B,
darviyu01,Gold Glove,2007,NL,,P,
fukurka01,Gold Glove,2007,NL,,1B,
ibatahi01,Gold Glove,2007,AL,,SS,
imaeto01,Gold Glove,2007,NL,,3B,
inabaat01,Gold Glove,2007,NL,,OF,
kawakke01,Gold Glove,2007,AL,,P,
kinjota01,Gold Glove,2007,AL,,OF,
morimhi01,Gold Glove,2007,NL,,OF,
nakamno01,Gold Glove,2007,AL,,3B,
omurasa01,Gold Glove,2007,NL,,OF,
satozto01,Gold Glove,2007,NL,,C,
sheetan01,Gold Glove,2007,AL,,1B,
takahyo01,Gold Glove,2007,AL,,OF,
tanakke02,Gold Glove,2007,NL,,2B,
tanismo01,Gold Glove,2007,AL,,C,
darviyu01,MVP,2007,NL,,,
ogasami01,MVP,2007,AL,,,
tanakma01,Rookie of the Year,2007,NL,,,
uezonke01,Rookie of the Year,2007,AL,,,
abesh02,Silver Slugger,2007,AL,,C,
aokino01,Silver Slugger,2007,AL,,OF,
cabreal01,Silver Slugger,2007,NL,,1B,
darviyu01,Silver Slugger,2007,NL,,P,
ibatahi01,Silver Slugger,2007,AL,,SS,
inabaat01,Silver Slugger,2007,NL,,OF,
larocgr01,Silver Slugger,2007,NL,,3B,
morimhi01,Silver Slugger,2007,NL,,OF,
ogasami01,Silver Slugger,2007,AL,,3B,
omurana01,Silver Slugger,2007,NL,,OF,
ramiral01,Silver Slugger,2007,AL,,OF,
satozto01,Silver Slugger,2007,NL,,C,
takahhi04,Silver Slugger,2007,AL,,P,
takahyo01,Silver Slugger,2007,AL,,OF,
tanakhi01,Silver Slugger,2007,AL,,2B,
tanakke02,Silver Slugger,2007,NL,,2B,
woodsty01,Silver Slugger,2007,AL,,1B,
yamasta02,Silver Slugger,2007,NL,,1B,
iwakuhi01,Cy Young Award,2008,NL,,,
abesh02,Gold Glove,2008,AL,,C,
akahono01,Gold Glove,2008,AL,,OF,
aokino01,Gold Glove,2008,AL,,OF,
araita01,Gold Glove,2008,AL,,1B,
arakima01,Gold Glove,2008,AL,,2B,
cabreal01,Gold Glove,2008,NL,,1B,
darviyu01,Gold Glove,2008,NL,,P,
hosokto01,Gold Glove,2008,NL,,C,
ibatahi01,Gold Glove,2008,AL,,SS,
imaeto01,Gold Glove,2008,NL,,3B,
inabaat01,Gold Glove,2008,NL,,OF,
ishikma02,Gold Glove,2008,AL,,P,
kurihke01,Gold Glove,2008,AL,,1B,
morimhi01,Gold Glove,2008,NL,,OF,
nakajhi01,Gold Glove,2008,NL,,SS,
nakamno01,Gold Glove,2008,AL,,3B,
sakagto01,Gold Glove,2008,NL,,OF,
suzukta01,Gold Glove,2008,AL,,OF,
tanakke02,Gold Glove,2008,NL,,2B,
iwakuhi01,MVP,2008,NL,,,
ramiral01,MVP,2008,AL,,,
komatsa01,Rookie of the Year,2008,NL,,,
yamagte01,Rookie of the Year,2008,AL,,,
abesh02,Silver Slugger,2008,AL,,C,
aokino01,Silver Slugger,2008,AL,,OF,
cabreal01,Silver Slugger,2008,NL,,1B,
greisse01,Silver Slugger,2008,AL,,P,
higasak01,Silver Slugger,2008,AL,,2B,
hosokto01,Silver Slugger,2008,NL,,C,
inabaat01,Silver Slugger,2008,NL,,OF,
iwakuhi01,Silver Slugger,2008,NL,,P,
kanemto01,Silver Slugger,2008,AL,,OF,
kataoya01,Silver Slugger,2008,NL,,2B,
kuriyta01,Silver Slugger,2008,NL,,OF,
muratsh01,Silver Slugger,2008,AL,,3B,
nakajhi01,Silver Slugger,2008,NL,,SS,
nakamta03,Silver Slugger,2008,NL,,3B,
ramiral01,Silver Slugger,2008,AL,,OF,
rhodetu01,Silver Slugger,2008,NL,,OF,
shortri01,Silver Slugger,2008,NL,,OF,
toritta01,Silver Slugger,2008,AL,,SS,
uchikse01,Silver Slugger,2008,AL,,1B,
wakuihi01,Cy Young Award,2009,NL,,,
aokino01,Gold Glove,2009,AL,,OF,
arakima01,Gold Glove,2009,AL,,2B,
gonzadi01,Gold Glove,2009,AL,,P,
ibatahi01,Gold Glove,2009,AL,,SS,
inabaat01,Gold Glove,2009,NL,,OF,
itoiyo01,Gold Glove,2009,NL,,OF,
kameiyo01,Gold Glove,2009,AL,,OF,
kanekma01,Gold Glove,2009,NL,,SS,
koyanei01,Gold Glove,2009,NL,,3B,
kurihke01,Gold Glove,2009,AL,,1B,
matsute01,Gold Glove,2009,AL,,OF,
miyamsh02,Gold Glove,2009,AL,,3B,
sakagto01,Gold Glove,2009,NL,,OF,
takahsh03,Gold Glove,2009,NL,,1B,
tanakke02,Gold Glove,2009,NL,,2B,
tanismo01,Gold Glove,2009,AL,,C,
tsurush01,Gold Glove,2009,NL,,C,
wakuihi01,Gold Glove,2009,NL,,P,
darviyu01,MVP,2009,NL,,,
ramiral01,MVP,2009,AL,,,
matsute01,Rookie of the Year,2009,AL,,,
settsta01,Rookie of the Year,2009,NL,,,
abesh02,Silver Slugger,2009,AL,,C,
aokino01,Silver Slugger,2009,AL,,OF,
blancto01,Silver Slugger,2009,AL,,1B,
darviyu01,Silver Slugger,2009,NL,,P,
gonzadi01,Silver Slugger,2009,AL,,P,
higasak01,Silver Slugger,2009,AL,,2B,
inabaat01,Silver Slugger,2009,NL,,OF,
itoiyo01,Silver Slugger,2009,NL,,OF,
nakajhi01,Silver Slugger,2009,NL,,SS,
nakamta03,Silver Slugger,2009,NL,,3B,
ogasami01,Silver Slugger,2009,AL,,3B,
ramiral01,Silver Slugger,2009,AL,,OF,
sakamha02,Silver Slugger,2009,AL,,SS,
takahsh03,Silver Slugger,2009,NL,,1B,
tanakke02,Silver Slugger,2009,NL,,2B,
tanoehi01,Silver Slugger,2009,NL,,C,
tsuchte01,Silver Slugger,2009,NL,,OF,
uchikse01,Silver Slugger,2009,AL,,OF,
yamasta02,Silver Slugger,2009,NL,,1B,
maedake02,Cy Young Award,2010,AL,,,
akamama01,Gold Glove,2010,AL,,OF,
aokino01,Gold Glove,2010,AL,,OF,
hiranke01,Gold Glove,2010,AL,,2B,
hirosju01,Gold Glove,2010,AL,,OF,
itoiyo01,Gold Glove,2010,NL,,OF,
jojimke01,Gold Glove,2010,AL,,C,
kokubhi01,Gold Glove,2010,NL,,1B,
koyanei01,Gold Glove,2010,NL,,3B,
kuriyta01,Gold Glove,2010,NL,,OF,
maedake02,Gold Glove,2010,AL,,P,
miyamsh02,Gold Glove,2010,AL,,3B,
sakagto01,Gold Glove,2010,NL,,OF,
shimamo01,Gold Glove,2010,NL,,C,
soyogei01,Gold Glove,2010,AL,,SS,
tanakke02,Gold Glove,2010,NL,,2B,
wakuihi01,Gold Glove,2010,NL,,P,
wadaka01,MVP,2010,AL,,,
wadats01,MVP,2010,NL,,,
chonohi01,Rookie of the Year,2010,AL,,,
sakakry01,Rookie of the Year,2010,NL,,,
abesh02,Silver Slugger,2010,AL,,C,
aokino01,Silver Slugger,2010,AL,,OF,
brazecr01,Silver Slugger,2010,AL,,1B,
cabreal01,Silver Slugger,2010,NL,,1B,
fukurka01,Silver Slugger,2010,NL,,1B,
hiranke01,Silver Slugger,2010,AL,,2B,
koyanei01,Silver Slugger,2010,NL,,3B,
kuriyta01,Silver Slugger,2010,NL,,OF,
maedake02,Silver Slugger,2010,AL,,P,
morinma01,Silver Slugger,2010,AL,,3B,
murtoma01,Silver Slugger,2010,AL,,OF,
okadata01,Silver Slugger,2010,NL,,OF,
shimamo01,Silver Slugger,2010,NL,,C,
tamurhi01,Silver Slugger,2010,NL,,OF,
tanakke02,Silver Slugger,2010,NL,,2B,
toritta01,Silver Slugger,2010,AL,,SS,
wadaka01,Silver Slugger,2010,AL,,OF,
wadats01,Silver Slugger,2010,NL,,P,
tanakma01,Cy Young Award,2011,NL,,,
aokino01,Gold Glove,2011,AL,,OF,
asaota01,Gold Glove,2011,AL,,P,
chonohi01,Gold Glove,2011,AL,,OF,
hiranke01,Gold Glove,2011,AL,,2B,
hondayu01,Gold Glove,2011,NL,,2B,
hosokto01,Gold Glove,2011,NL,,C,
itoiyo01,Gold Glove,2011,NL,,OF,
kokubhi01,Gold Glove,2011,NL,,1B,
kurihke01,Gold Glove,2011,AL,,1B,
matsuno01,Gold Glove,2011,NL,,3B,
miyamsh02,Gold Glove,2011,AL,,3B,
nakajhi01,Gold Glove,2011,NL,,SS,
ohshiyo01,Gold Glove,2011,AL,,OF,
okadayo01,Gold Glove,2011,NL,,OF,
sakagto01,Gold Glove,2011,NL,,OF,
tanakma01,Gold Glove,2011,NL,,P,
tanismo01,Gold Glove,2011,AL,,C,
toritta01,Gold Glove,2011,AL,,SS,
asaota01,MVP,2011,AL,,,
uchikse01,MVP,2011,NL,,,
makitka01,Rookie of the Year,2011,NL,,,
sawamhi01,Rookie of the Year,2011,AL,,,
abesh02,Silver Slugger,2011,AL,,C,
aokino01,Silver Slugger,2011,AL,,OF,
chonohi01,Silver Slugger,2011,AL,,OF,
hiranke01,Silver Slugger,2011,AL,,2B,
hondayu01,Silver Slugger,2011,NL,,2B,
hosokto01,Silver Slugger,2011,NL,,C,
itoiyo01,Silver Slugger,2011,NL,,OF,
kokubhi01,Silver Slugger,2011,NL,,1B,
kurihke01,Silver Slugger,2011,AL,,1B,
kuriyta01,Silver Slugger,2011,NL,,OF,
miyamsh02,Silver Slugger,2011,AL,,3B,
murtoma01,Silver Slugger,2011,AL,,OF,
nakajhi01,Silver Slugger,2011,NL,,SS,
nakamta03,Silver Slugger,2011,NL,,3B,
tanakma01,Silver Slugger,2011,NL,,P,
toritta01,Silver Slugger,2011,AL,,SS,
uchikse01,Silver Slugger,2011,NL,,OF,
yoshika03,Silver Slugger,2011,AL,,P,
settsta01,Cy Young Award,2012,NL,,,
aranash01,Gold Glove,2012,AL,,OF,
chonohi01,Gold Glove,2012,AL,,OF,
hatakka01,Gold Glove,2012,AL,,1B,
hondayu01,Gold Glove,2012,NL,,2B,
ibatahi01,Gold Glove,2012,AL,,SS,
inabaat01,Gold Glove,2012,NL,,1B,
itoiyo01,Gold Glove,2012,NL,,OF,
koyanei01,Gold Glove,2012,NL,,3B,
maedake02,Gold Glove,2012,AL,,P,
miyamsh02,Gold Glove,2012,AL,,3B,
nakajhi01,Gold Glove,2012,NL,,SS,
ohshiyo01,Gold Glove,2012,AL,,OF,
okadayo01,Gold Glove,2012,NL,,OF,
sumitgi01,Gold Glove,2012,NL,,C,
tanakhi01,Gold Glove,2012,AL,,2B,
tanakma01,Gold Glove,2012,NL,,P,
tanismo01,Gold Glove,2012,AL,,C,
yohda01,Gold Glove,2012,NL,,OF,
abesh02,MVP,2012,AL,,,
yoshimi01,MVP,2012,NL,,,
masudna01,Rookie of the Year,2012,NL,,,
nomuryu02,Rookie of the Year,2012,AL,,,
abesh02,Silver Slugger,2012,AL,,C,
balenwl01,Silver Slugger,2012,AL,,OF,
blancto01,Silver Slugger,2012,AL,,1B,
chonohi01,Silver Slugger,2012,AL,,OF,
ide02,Silver Slugger,2012,NL,,1B,
itoiyo01,Silver Slugger,2012,NL,,OF,
kakunka01,Silver Slugger,2012,NL,,OF,
mopenwi01,Silver Slugger,2012,NL,,OF,
muratsh01,Silver Slugger,2012,AL,,3B,
nakajhi01,Silver Slugger,2012,NL,,SS,
nakamta03,Silver Slugger,2012,NL,,1B,
ohshiyo01,Silver Slugger,2012,AL,,OF,
sakamha02,Silver Slugger,2012,AL,,SS,
tanakhi01,Silver Slugger,2012,AL,,2B,
tanakke02,Silver Slugger,2012,NL,,2B,
tsurush01,Silver Slugger,2012,NL,,C,
uchikse01,Silver Slugger,2012,NL,,OF,
utsumte01,Silver Slugger,2012,AL,,P,
yoshimi01,Silver Slugger,2012,NL,,P,
tanakma01,Cy Young Award,2013,NL,,,
abesh02,Gold Glove,2013,AL,,C,
akiyash01,Gold Glove,2013,NL,,OF,
aranash01,Gold Glove,2013,AL,,OF,
asamuhi01,Gold Glove,2013,NL,,1B,
chonohi01,Gold Glove,2013,AL,,OF,
fujitka02,Gold Glove,2013,NL,,2B,
imamike01,Gold Glove,2013,NL,,SS,
itoiyo01,Gold Glove,2013,NL,,OF,
kikucry01,Gold Glove,2013,AL,,2B,
lopezjo01,Gold Glove,2013,AL,,1B,
maedake02,Gold Glove,2013,AL,,P,
maruyo01,Gold Glove,2013,AL,,OF,
matsuno01,Gold Glove,2013,NL,,3B,
muratsh01,Gold Glove,2013,AL,,3B,
shimamo01,Gold Glove,2013,NL,,C,
tanakma01,Gold Glove,2013,NL,,P,
toritta01,Gold Glove,2013,AL,,SS,
yohda01,Gold Glove,2013,NL,,OF,
balenwl01,MVP,2013,AL,,,
tanakma01,MVP,2013,NL,,,
norimta01,Rookie of the Year,2013,NL,,,
ogawaya01,Rookie of the Year,2013,AL,,,
abesh02,Silver Slugger,2013,AL,,C,
abreumi01,Silver Slugger,2013,NL,,1B,
asamuhi01,Silver Slugger,2013,NL,,1B,
balenwl01,Silver Slugger,2013,AL,,OF,
blancto01,Silver Slugger,2013,AL,,1B,
chonohi01,Silver Slugger,2013,AL,,OF,
fujitka02,Silver Slugger,2013,NL,,2B,
hasegyu01,Silver Slugger,2013,NL,,OF,
maedake02,Silver Slugger,2013,AL,,P,
mcgehca01,Silver Slugger,2013,NL,,3B,
muratsh01,Silver Slugger,2013,AL,,3B,
murtoma01,Silver Slugger,2013,AL,,OF,
nakatsh03,Silver Slugger,2013,NL,,OF,
shimamo01,Silver Slugger,2013,NL,,C,
suzukda01,Silver Slugger,2013,NL,,SS,
tanakma01,Silver Slugger,2013,NL,,P,
toritta01,Silver Slugger,2013,AL,,SS,
uchikse01,Silver Slugger,2013,NL,,OF,
kanekch01,Cy Young Award,2014,NL,,,
abesh02,Gold Glove,2014,AL,,C,
fujitka02,Gold Glove,2014,NL,,2B,
imamike01,Gold Glove,2014,NL,,SS,
itohhi02,Gold Glove,2014,NL,,C,
itoiyo01,Gold Glove,2014,NL,,OF,
kanekch01,Gold Glove,2014,NL,,P,
kikucry01,Gold Glove,2014,AL,,2B,
maedake02,Gold Glove,2014,AL,,P,
maedaya01,Gold Glove,2014,AL,,OF,
maruyo01,Gold Glove,2014,AL,,OF,
matsuno01,Gold Glove,2014,NL,,3B,
morinma01,Gold Glove,2014,AL,,1B,
muratsh01,Gold Glove,2014,AL,,3B,
ohshiyo01,Gold Glove,2014,AL,,OF,
okadata01,Gold Glove,2014,NL,,1B,
toritta01,Gold Glove,2014,AL,,SS,
yanagyu02,Gold Glove,2014,NL,,OF,
yohda01,Gold Glove,2014,NL,,OF,
kanekch01,MVP,2014,NL,,,
suganto01,MVP,2014,AL,,,
ishikay01,Rookie of the Year,2014,NL,,,
ohserda01,Rookie of the Year,2014,AL,,,
abesh02,Silver Slugger,2014,AL,,C,
akamigi01,Silver Slugger,2014,NL,,1B,
fujitka02,Silver Slugger,2014,NL,,2B,
gomezma01,Silver Slugger,2014,AL,,1B,
imamike01,Silver Slugger,2014,NL,,SS,
itohhi02,Silver Slugger,2014,NL,,C,
itoiyo01,Silver Slugger,2014,NL,,OF,
kanekch01,Silver Slugger,2014,NL,,P,
lunahe01,Silver Slugger,2014,AL,,3B,
maruyo01,Silver Slugger,2014,AL,,OF,
mejiaer01,Silver Slugger,2014,NL,,1B,
murtoma01,Silver Slugger,2014,AL,,OF,
nakamta03,Silver Slugger,2014,NL,,3B,
nakatsh03,Silver Slugger,2014,NL,,OF,
suganto01,Silver Slugger,2014,AL,,P,
takaiyu01,Silver Slugger,2014,AL,,OF,
toritta01,Silver Slugger,2014,AL,,SS,
yamadte01,Silver Slugger,2014,AL,,2B,
yanagyu02,Silver Slugger,2014,NL,,OF,
maedake02,Cy Young Award,2015,AL,,,
akiyash01,Gold Glove,2015,NL,,OF,
cruzlu01,Gold Glove,2015,NL,,2B,
fukudko03,Gold Glove,2015,AL,,OF,
hatakka01,Gold Glove,2015,AL,,1B,
imamike01,Gold Glove,2015,NL,,SS,
kawabsh01,Gold Glove,2015,AL,,3B,
kikucry01,Gold Glove,2015,AL,,2B,
kiyotik01,Gold Glove,2015,NL,,OF,
maedake02,Gold Glove,2015,AL,,P,
maruyo01,Gold Glove,2015,AL,,OF,
matsuno01,Gold Glove,2015,NL,,3B,
nakamyu05,Gold Glove,2015,AL,,C,
nakatsh03,Gold Glove,2015,NL,,1B,
ohshiyo01,Gold Glove,2015,AL,,OF,
sumitgi01,Gold Glove,2015,NL,,C,
toritta01,Gold Glove,2015,AL,,SS,
wakuihi01,Gold Glove,2015,NL,,P,
yanagyu02,Gold Glove,2015,NL,,OF,
yamadte01,MVP,2015,AL,,,
yanagyu02,MVP,2015,NL,,,
arihako01,Rookie of the Year,2015,NL,,,
yamasya01,Rookie of the Year,2015,AL,,,
akiyash01,Silver Slugger,2015,NL,,OF,
fukudko03,Silver Slugger,2015,AL,,OF,
hatakka01,Silver Slugger,2015,AL,,1B,
hiratry01,Silver Slugger,2015,AL,,OF,
ide02,Silver Slugger,2015,NL,,1B,
kawabsh01,Silver Slugger,2015,AL,,3B,
kiyotik01,Silver Slugger,2015,NL,,OF,
maedake02,Silver Slugger,2015,AL,,P,
nakamta03,Silver Slugger,2015,NL,,3B,
nakamyu05,Silver Slugger,2015,AL,,C,
nakasta01,Silver Slugger,2015,NL,,SS,
nakatsh03,Silver Slugger,2015,NL,,1B,
ohtansh01,Silver Slugger,2015,NL,,P,
sumitgi01,Silver Slugger,2015,NL,,C,
tanakke02,Silver Slugger,2015,NL,,2B,
toritta01,Silver Slugger,2015,AL,,SS,
tsutsyo01,Silver Slugger,2015,AL,,OF,
yamadte01,Silver Slugger,2015,AL,,2B,
yanagyu02,Silver Slugger,2015,NL,,OF,
johnskr01,Cy Young Award,2016,AL,,,
akiyash01,Gold Glove,2016,NL,,OF,
fujitka02,Gold Glove,2016,NL,,2B,
imamike01,Gold Glove,2016,NL,,SS,
ishihyo01,Gold Glove,2016,AL,,C,
itoiyo01,Gold Glove,2016,NL,,OF,
kikucry01,Gold Glove,2016,AL,,2B,
lopezjo01,Gold Glove,2016,AL,,1B,
maruyo01,Gold Glove,2016,AL,,OF,
matsuno01,Gold Glove,2016,NL,,3B,
muratsh01,Gold Glove,2016,AL,,3B,
nakatsh03,Gold Glove,2016,NL,,1B,
ohnosh01,Gold Glove,2016,NL,,C,
ohshiyo01,Gold Glove,2016,AL,,OF,
sakamha02,Gold Glove,2016,AL,,SS,
suganto01,Gold Glove,2016,AL,,P,
suzukse01,Gold Glove,2016,AL,,OF,
wakuihi01,Gold Glove,2016,NL,,P,
yohda01,Gold Glove,2016,NL,,OF,
araita01,MVP,2016,AL,,,
ohtansh01,MVP,2016,NL,,,
takanhi01,Rookie of the Year,2016,NL,,,
takaysh01,Rookie of the Year,2016,AL,,,
araita01,Silver Slugger,2016,AL,,1B,
asamuhi01,Silver Slugger,2016,NL,,2B,
ishihyo01,Silver Slugger,2016,AL,,C,
itoiyo01,Silver Slugger,2016,NL,,OF,
kakunka01,Silver Slugger,2016,NL,,OF,
lairdbr01,Silver Slugger,2016,NL,,3B,
maruyo01,Silver Slugger,2016,AL,,OF,
muratsh01,Silver Slugger,2016,AL,,3B,
nakatsh03,Silver Slugger,2016,NL,,1B,
nishiha02,Silver Slugger,2016,NL,,OF,
nomuryu02,Silver Slugger,2016,AL,,P,
ohtansh01,Silver Slugger,2016,NL,,P,
sakamha02,Silver Slugger,2016,AL,,SS,
suzukda01,Silver Slugger,2016,NL,,SS,
suzukse01,Silver Slugger,2016,AL,,OF,
tamurta01,Silver Slugger,2016,NL,,C,
tsutsyo01,Silver Slugger,2016,AL,,OF,
yamadte01,Silver Slugger,2016,AL,,2B,
suganto01,Cy Young Award,2017,AL,,,
akamigi01,Gold Glove,2017,NL,,1B,
akiyash01,Gold Glove,2017,NL,,OF,
imamike01,Gold Glove,2017,NL,,SS,
kaita01,Gold Glove,2017,NL,,C,
kikucry01,Gold Glove,2017,AL,,2B,
kikucyu01,Gold Glove,2017,NL,,P,
kobayse01,Gold Glove,2017,AL,,C,
kuwahma01,Gold Glove,2017,AL,,OF,
lopezjo01,Gold Glove,2017,AL,,1B,
maruyo01,Gold Glove,2017,AL,,OF,
matsuno01,Gold Glove,2017,NL,,3B,
nishiha02,Gold Glove,2017,NL,,OF,
sakamha02,Gold Glove,2017,AL,,SS,
suganto01,Gold Glove,2017,AL,,P,
suzukda01,Gold Glove,2017,NL,,2B,
suzukse01,Gold Glove,2017,AL,,OF,
toritta01,Gold Glove,2017,AL,,3B,
yanagyu02,Gold Glove,2017,NL,,OF,
maruyo01,MVP,2017,AL,,,
sarfade01,MVP,2017,NL,,,
gendaso01,Rookie of the Year,2017,NL,,,
kyodayo01,Rookie of the Year,2017,AL,,,
aizawts01,Silver Slugger,2017,AL,,C,
akamigi01,Silver Slugger,2017,NL,,1B,
akiyash01,Silver Slugger,2017,NL,,OF,
asamuhi01,Silver Slugger,2017,NL,,2B,
despaal01,Silver Slugger,2017,NL,,OF,
imamike01,Silver Slugger,2017,NL,,SS,
kaita01,Silver Slugger,2017,NL,,C,
kikucry01,Silver Slugger,2017,AL,,2B,
kikucyu01,Silver Slugger,2017,NL,,P,
lopezjo01,Silver Slugger,2017,AL,,1B,
maruyo01,Silver Slugger,2017,AL,,OF,
miyazto01,Silver Slugger,2017,AL,,3B,
nishiha02,Silver Slugger,2017,NL,,OF,
suganto01,Silver Slugger,2017,AL,,P,
suzukse01,Silver Slugger,2017,AL,,OF,
tanakko01,Silver Slugger,2017,AL,,SS,
tsutsyo01,Silver Slugger,2017,AL,,OF,
wheelze01,Silver Slugger,2017,NL,,3B,
yanagyu02,Silver Slugger,2017,NL,,OF,
suganto01,Cy Young Award,2018,AL,,,
akiyash01,Gold Glove,2018,NL,,OF,
gendaso01,Gold Glove,2018,NL,,SS,
hiratry01,Gold Glove,2018,AL,,OF,
kaita01,Gold Glove,2018,NL,,C,
kikucry01,Gold Glove,2018,AL,,2B,
kishita01,Gold Glove,2018,NL,,P,
lopezjo01,Gold Glove,2018,AL,,1B,
maruyo01,Gold Glove,2018,AL,,OF,
matsuno01,Gold Glove,2018,NL,,3B,
miyazto01,Gold Glove,2018,AL,,3B,
nakamsh03,Gold Glove,2018,NL,,2B,
nakatsh03,Gold Glove,2018,NL,,1B,
nishiha02,Gold Glove,2018,NL,,OF,
ohshiyo01,Gold Glove,2018,AL,,OF,
suganto01,Gold Glove,2018,AL,,P,
tanakko01,Gold Glove,2018,AL,,SS,
umenory01,Gold Glove,2018,AL,,C,
yanagyu02,Gold Glove,2018,NL,,OF,
maruyo01,MVP,2018,AL,,,
yamakho01,MVP,2018,NL,,,
azumaka01,Rookie of the Year,2018,AL,,,
tanakka01,Rookie of the Year,2018,NL,,,
aizawts01,Silver Slugger,2018,AL,,C,
akiyash01,Silver Slugger,2018,NL,,OF,
asamuhi01,Silver Slugger,2018,NL,,2B,
gendaso01,Silver Slugger,2018,NL,,SS,
kikucyu01,Silver Slugger,2018,NL,,P,
kondoke01,Silver Slugger,2018,NL,,OF,
maruyo01,Silver Slugger,2018,AL,,OF,
matsuno01,Silver Slugger,2018,NL,,3B,
miyazto01,Silver Slugger,2018,AL,,3B,
morito01,Silver Slugger,2018,NL,,C,
sakamha02,Silver Slugger,2018,AL,,SS,
sotone01,Silver Slugger,2018,AL,,OF,
suganto01,Silver Slugger,2018,AL,,P,
suzukse01,Silver Slugger,2018,AL,,OF,
vicieda01,Silver Slugger,2018,AL,,1B,
yamadte01,Silver Slugger,2018,AL,,2B,
yamakho01,Silver Slugger,2018,NL,,1B,
yanagyu02,Silver Slugger,2018,NL,,OF,
yoshima01,Silver Slugger,2018,NL,,OF,
akiyash01,Gold Glove,2019,NL,,OF,
asamuhi01,Gold Glove,2019,NL,,2B,
gendaso01,Gold Glove,2019,NL,,SS,
kaita01,Gold Glove,2019,NL,,C,
kikucry01,Gold Glove,2019,AL,,2B,
lopezjo01,Gold Glove,2019,AL,,1B,
maruyo01,Gold Glove,2019,AL,,OF,
matsuno01,Gold Glove,2019,NL,,3B,
nishiha02,Gold Glove,2019,NL,,OF,
nishiyu05,Gold Glove,2019,AL,,P,
oginota01,Gold Glove,2019,NL,,OF,
ohshiyo01,Gold Glove,2019,AL,,OF,
sakamha02,Gold Glove,2019,AL,,SS,
sengako01,Gold Glove,2019,NL,,P,
suzukse01,Gold Glove,2019,AL,,OF,
takahsh02,Gold Glove,2019,AL,,3B,
uchikse01,Gold Glove,2019,NL,,1B,
umenory01,Gold Glove,2019,AL,,C,
morito01,MVP,2019,NL,,,
sakamha02,MVP,2019,AL,,,
murakmu01,Rookie of the Year,2019,AL,,,
takahre01,Rookie of the Year,2019,NL,,,
aizawts01,Silver Slugger,2019,AL,,C,
akiyash01,Silver Slugger,2019,NL,,OF,
asamuhi01,Silver Slugger,2019,NL,,2B,
despaal01,Silver Slugger,2019,NL,,OF,
gendaso01,Silver Slugger,2019,NL,,SS,
maruyo01,Silver Slugger,2019,AL,,OF,
morito01,Silver Slugger,2019,NL,,C,
nakamta03,Silver Slugger,2019,NL,,3B,
oginota01,Silver Slugger,2019,NL,,OF,
sakamha02,Silver Slugger,2019,AL,,SS,
sengako01,Silver Slugger,2019,NL,,P,
sotone01,Silver Slugger,2019,AL,,OF,
suzukse01,Silver Slugger,2019,AL,,OF,
takahsh02,Silver Slugger,2019,AL,,3B,
vicieda01,Silver Slugger,2019,AL,,1B,
yamadte01,Silver Slugger,2019,AL,,2B,
yamagsh03,Silver Slugger,2019,AL,,P,
yamakho01,Silver Slugger,2019,NL,,1B,
yoshima01,Silver Slugger,2019,NL,,OF,
ohnoyu01,Cy Young Award,2020,AL,,,
aokino01,Gold Glove,2020,AL,,OF,
gendaso01,Gold Glove,2020,NL,,SS,
kaita01,Gold Glove,2020,NL,,C,
kikucry01,Gold Glove,2020,AL,,2B,
nakamak01,Gold Glove,2020,NL,,1B,
nakatsh03,Gold Glove,2020,NL,,1B,
nishiha02,Gold Glove,2020,NL,,OF,
ohshiyo01,Gold Glove,2020,AL,,OF,
ohtata01,Gold Glove,2020,NL,,OF,
sakamha02,Gold Glove,2020,AL,,SS,
sengako01,Gold Glove,2020,NL,,P,
suganto01,Gold Glove,2020,AL,,P,
suzukda01,Gold Glove,2020,NL,,3B,
suzukse01,Gold Glove,2020,AL,,OF,
takahsh02,Gold Glove,2020,AL,,3B,
tonossh01,Gold Glove,2020,NL,,2B,
umenory01,Gold Glove,2020,AL,,C,
vicieda01,Gold Glove,2020,AL,,1B,
yanagyu02,Gold Glove,2020,NL,,OF,
suganto01,MVP,2020,AL,,,
yanagyu02,MVP,2020,NL,,,
morisma01,Rookie of the Year,2020,AL,,,
tairaka01,Rookie of the Year,2020,NL,,,
asamuhi01,Silver Slugger,2020,NL,,2B,
gendaso01,Silver Slugger,2020,NL,,SS,
kaita01,Silver Slugger,2020,NL,,C,
kikucry01,Silver Slugger,2020,AL,,2B,
kondoke01,Silver Slugger,2020,NL,,OF,
kuriyta01,Silver Slugger,2020,NL,,OF,
maruyo01,Silver Slugger,2020,AL,,OF,
murakmu01,Silver Slugger,2020,AL,,1B,
nakatsh03,Silver Slugger,2020,NL,,1B,
ohshita01,Silver Slugger,2020,AL,,C,
okamoka01,Silver Slugger,2020,AL,,3B,
sakamha02,Silver Slugger,2020,AL,,SS,
sanoke01,Silver Slugger,2020,AL,,OF,
sengako01,Silver Slugger,2020,NL,,P,
suganto01,Silver Slugger,2020,AL,,P,
